id;title;key;series;name;volume;year
2493983;FORTE;conf/forte/2008;Lecture Notes in Computer Science;Formal Techniques for Networked and Distributed Systems - FORTE 2008, 28th IFIP WG 6.1 International Conference, Tokyo, Japan, June 10-13, 2008, Proceedings;null;2008
2494047;FORTE;conf/forte/2003;Lecture Notes in Computer Science;Formal Techniques for Networked and Distributed Systems - FORTE 2003, 23rd IFIP WG 6.1 International Conference, Berlin, Germany, September 29 - October 2, 2003, Proceedings;null;2003
2494066;FORTE;conf/forte/2006;Lecture Notes in Computer Science;Formal Techniques for Networked and Distributed Systems - FORTE 2006, 26th IFIP WG 6.1 International Conference, Paris, France, September 26-29, 2006.;null;2006
2494105;FORTE;conf/forte/2001;IFIP Conference Proceedings;Formal Techniques for Networked and Distributed Systems, FORTE 2001, IFIP TC6/WG6.1 - 21;null;2001
2494135;FORTE;conf/forte/2016;Lecture Notes in Computer Science;Formal Techniques for Distributed Objects, Components, and Systems - 36th IFIP WG 6.1 International Conference, FORTE 2016, Held as Part of the 11th International Federated Conference on Distributed Computing Techniques, DisCoTec 2016, Heraklion, Crete, Greece, June 6-9, 2016, Proceedings;null;2016
2494140;FORTE;conf/forte/1996;IFIP Conference Proceedings;Formal Description Techniques IX: Theory, application and tools, IFIP TC6 WG6.1 International Conference on Formal Description Techniques IX / Protocol Specification, Testing and Verification XVI, Kaiserslautern, Germany, 8-11 October 1996;null;1996
2494188;FORTE;conf/forte/1995;IFIP Conference Proceedings;Formal Description Techniques VIII, Proceedings of the IFIP TC6 Eighth International Conference on Formal Description Techniques, Montreal, Canada, October 1995;null;1996
2494201;FORTE;conf/forte/2014;Lecture Notes in Computer Science;Formal Techniques for Distributed Objects, Components, and Systems - 34th IFIP WG 6.1 International Conference, FORTE 2014, Held as Part of the 9th International Federated Conference on Distributed Computing Techniques, DisCoTec 2014, Berlin, Germany, June 3-5, 2014. Proceedings;null;2014
2494250;FORTE;conf/forte/1993;IFIP Transactions;Formal Description Techniques, VI, Proceedings of the IFIP TC6/WG6.1 Sixth International Conference on Formal Description Techniques - FORTE '93, Boston, MA, USA, 26-29 October 1993;null;1994
2494253;FORTE;conf/forte/2004;Lecture Notes in Computer Science;Formal Techniques for Networked and Distributed Systems - FORTE 2004, 24th IFIP WG 6.1 International Conference, Madrid Spain, September 27-30, 2004, Proceedings;null;2004
2494262;FORTE;conf/forte/1997;IFIP Conference Proceedings;Formal Description Techniques and Protocol Specification, Testing and Verification, FORTE X / PSTV XVII'97, IFIP TC6 WG6.1 Joint International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols (FORTE X) and Protocol Specification, Testing and Verification (PSTV XVII), 18-21 November, 1997, Osaka, Japan;null;1998
2494321;FORTE;conf/forte/2000;IFIP Conference Proceedings;Formal Techniques for Distributed System Development, FORTE/PSTV 2000, IFIP TC6 WG6.1 Joint International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols (FORTE XIII) and Protocol Specification, Testing and Verification (PSTV XX), October 10-13, 2000, Pisa, Italy;null;2000
2494334;FORTE;conf/forte/2017;Lecture Notes in Computer Science;Formal Techniques for Distributed Objects, Components, and Systems - 37th IFIP WG 6.1 International Conference, FORTE 2017, Held as Part of the 12th International Federated Conference on Distributed Computing Techniques, DisCoTec 2017, Neuchâtel, Switzerland, June 19-22, 2017, Proceedings;null;2017
2494439;FORTE;conf/forte/2018;Lecture Notes in Computer Science;Formal Techniques for Distributed Objects, Components, and Systems - 38th IFIP WG 6.1 International Conference, FORTE 2018, Held as Part of the 13th International Federated Conference on Distributed Computing Techniques, DisCoTec 2018, Madrid, Spain, June 18-21, 2018, Proceedings;null;2018
2494481;FORTE;conf/forte/1998;IFIP Conference Proceedings;Formal Description Techniques and Protocol Specification, Testing and Verification, FORTE XI / PSTV XVIII'98, IFIP TC6 WG6.1 Joint International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols (FORTE XI) and Protocol Specification, Testing and Verification (PSTV XVIII), 3-6 November, 1998, Paris, France;null;1998
2493712;FMOODS/FORTE;conf/forte/2009;Lecture Notes in Computer Science;Formal Techniques for Distributed Systems, Joint 11th IFIP WG 6.1 International Conference FMOODS 2009 and 29th IFIP WG 6.1 International Conference FORTE 2009, Lisboa, Portugal, June 9-12, 2009. Proceedings;null;2009
2494078;FMOODS/FORTE;conf/forte/2013;Lecture Notes in Computer Science;Formal Techniques for Distributed Systems - Joint IFIP WG 6.1 International Conference, FMOODS/FORTE 2013, Held as Part of the 8th International Federated Conference on Distributed Computing Techniques, DisCoTec 2013, Florence, Italy, June 3-5, 2013. Proceedings;null;2013
2494155;FMOODS/FORTE;conf/forte/2012;Lecture Notes in Computer Science;Formal Techniques for Distributed Systems - Joint 14th IFIP WG 6.1 International Conference, FMOODS 2012 and 32nd IFIP WG 6.1 International Conference, FORTE 2012, Stockholm, Sweden, June 13-16, 2012. Proceedings;null;2012
2494413;FMOODS/FORTE;conf/forte/2010;Lecture Notes in Computer Science;Formal Techniques for Distributed Systems, Joint 12th IFIP WG 6.1 International Conference, FMOODS 2010 and 30th IFIP WG 6.1 International Conference, FORTE 2010, Amsterdam, The Netherlands, June 7-9, 2010. Proceedings;null;2010
2494431;FMOODS/FORTE;conf/forte/2011;Lecture Notes in Computer Science;Formal Techniques for Distributed Systems - Joint 13th IFIP WG 6.1 International Conference, FMOODS 2011, and 31st IFIP WG 6.1 International Conference, FORTE 2011, Reykjavik, Iceland, June 6-9, 2011. Proceedings;null;2011
2494613;IRCDL;conf/ircdl/2007;;Post-proceedings of the Third Italian Research Conference on Digital Library Systems, IRCDL 2007, Padova, Italy, 29-30 January 2007;null;2007
2494624;IRCDL;conf/ircdl/2015;Communications in Computer and Information Science;Digital Libraries on the Move - 11th Italian Research Conference on Digital Libraries, IRCDL 2015, Bolzano, Italy, January 29-30, 2015, Revised Selected Papers;null;2016
2494625;IRCDL;conf/ircdl/2009;;Post-proceedings of the Fifth Italian Research Conference on Digital Libraries - IRCDL 2009, Padova, Italy, 29-30 January 2009;null;2009
2494708;IRCDL;conf/ircdl/2019;Communications in Computer and Information Science;Digital Libraries: Supporting Open Science - 15th Italian Research Conference on Digital Libraries, IRCDL 2019, Pisa, Italy, January 31 - February 1, 2019, Proceedings;null;2019
2494712;IRCDL;conf/ircdl/2008;;Post-proceedings of the Forth Italian Research Conference on Digital Library Systems, IRCDL 2008, Padova, Italy, 24-25 January 2008;null;2008
2494754;IRCDL;conf/ircdl/2006;;Post-proceedings of the Second Italian Research Conference on Digital Library Management Systems (IRCDL 2006), Padova, Italy, 27th January 2006;null;2006
2494757;IRCDL;conf/ircdl/2013;Communications in Computer and Information Science;Bridging Between Cultural Heritage Institutions - 9th Italian Research Conference, IRCDL 2013, Rome, Italy, January 31-February 1, 2013, Revised Selected Papers;null;2014
2494785;IRCDL;conf/ircdl/2016;Communications in Computer and Information Science;Digital Libraries and Multimedia Archives - 12th Italian Research Conference on Digital Libraries, IRCDL 2016, Florence, Italy, February 4-5, 2016, Revised Selected Papers;null;2017
2494790;IRCDL;conf/ircdl/2012;Communications in Computer and Information Science;Digital Libraries and Archives - 8th Italian Research Conference, IRCDL 2012, Bari, Italy, February 9-10, 2012, Revised Selected Papers;null;2013
2494807;IRCDL;conf/ircdl/2014;Procedia Computer Science;Pushing the Boundaries of the Digital Libraries Field - 10th Italian Research Conference on Digital Libraries, IRCDL 2014, Padua, Italy, January 30-31, 2014;null;2014
2494851;IRCDL;conf/ircdl/2017;Communications in Computer and Information Science;Digital Libraries and Archives - 13th Italian Research Conference on Digital Libraries, IRCDL 2017, Modena, Italy, January 26-27, 2017, Revised Selected Papers;null;2017
2494870;IRCDL;conf/ircdl/2010;Communications in Computer and Information Science;Digital Libraries - 6th Italian Research Conference, IRCDL 2010, Padua, Italy, January 28-29, 2010. Revised Selected Papers;null;2010
2494875;IRCDL;conf/ircdl/2011;Communications in Computer and Information Science;Digital Libraries and Archives - 7th Italian Research Conference, IRCDL 2011, Pisa, Italy, January 20-21, 2011. Revised Papers;null;2011
2494877;IRCDL;conf/ircdl/2018;Communications in Computer and Information Science;Digital Libraries and Multimedia Archives - 14th Italian Research Conference on Digital Libraries, IRCDL 2018, Udine, Italy, January 25-26, 2018, Proceedings;null;2018
2495262;SDM;conf/sdm/2002;;Proceedings of the Second SIAM International Conference on Data Mining, Arlington, VA, USA, April 11-13, 2002;null;2002
2495295;SDM;conf/sdm/2007;;Proceedings of the Seventh SIAM International Conference on Data Mining, April 26-28, 2007, Minneapolis, Minnesota, USA;null;2007
2495355;SDM;conf/sdm/2015;;Proceedings of the 2015 SIAM International Conference on Data Mining, Vancouver, BC, Canada, April 30 - May 2, 2015;null;2015
2495359;SDM;conf/sdm/2009;;Proceedings of the SIAM International Conference on Data Mining, SDM 2009, April 30 - May 2, 2009, Sparks, Nevada, USA;null;2009
2495617;SDM;conf/sdm/2005;;Proceedings of the 2005 SIAM International Conference on Data Mining, SDM 2005, Newport Beach, CA, USA, April 21-23, 2005;null;2005
2495775;SDM;conf/sdm/2019;;Proceedings of the 2019 SIAM International Conference on Data Mining, SDM 2019, Calgary, Alberta, Canada, May 2-4, 2019.;null;2019
2495785;SDM;conf/sdm/2008;;Proceedings of the SIAM International Conference on Data Mining, SDM 2008, April 24-26, 2008, Atlanta, Georgia, USA;null;2008
2495896;SDM;conf/sdm/2003;;Proceedings of the Third SIAM International Conference on Data Mining, San Francisco, CA, USA, May 1-3, 2003;null;2003
2495924;SDM;conf/sdm/2006;;Proceedings of the Sixth SIAM International Conference on Data Mining, April 20-22, 2006, Bethesda, MD, USA;null;2006
2495946;SDM;conf/sdm/2013;;Proceedings of the 13th SIAM International Conference on Data Mining, May 2-4, 2013. Austin, Texas, USA.;null;2013
2496016;SDM;conf/sdm/2001;;Proceedings of the First SIAM International Conference on Data Mining, SDM 2001, Chicago, IL, USA, April 5-7, 2001;null;2001
2496073;SDM;conf/sdm/2016;;Proceedings of the 2016 SIAM International Conference on Data Mining, Miami, Florida, USA, May 5-7, 2016;null;2016
2496099;SDM;conf/sdm/2012;;Proceedings of the Twelfth SIAM International Conference on Data Mining, Anaheim, California, USA, April 26-28, 2012.;null;2012
2496193;SDM;conf/sdm/2014;;Proceedings of the 2014 SIAM International Conference on Data Mining, Philadelphia, Pennsylvania, USA, April 24-26, 2014;null;2014
2496289;SDM;conf/sdm/2004;;Proceedings of the Fourth SIAM International Conference on Data Mining, Lake Buena Vista, Florida, USA, April 22-24, 2004;null;2004
2496434;SDM;conf/sdm/2017;;Proceedings of the 2017 SIAM International Conference on Data Mining, Houston, Texas, USA, April 27-29, 2017.;null;2017
2496568;SDM;conf/sdm/2010;;Proceedings of the SIAM International Conference on Data Mining, SDM 2010, April 29 - May 1, 2010, Columbus, Ohio, USA;null;2010
2496596;SDM;conf/sdm/2011;;Proceedings of the Eleventh SIAM International Conference on Data Mining, SDM 2011, April 28-30, 2011, Mesa, Arizona, USA;null;2011
2496600;SDM;conf/sdm/2018;;Proceedings of the 2018 SIAM International Conference on Data Mining, SDM 2018, May 3-5, 2018, San Diego Marriott Mission Valley, San Diego, CA, USA.;null;2018
2496766;SummerSim;conf/summersim/2015;;Proceedings of the Conference on Summer Computer Simulation, SummerSim 2015, Chicago, IL, USA, July 26-29, 2015;null;2015
2496863;SummerSim;conf/summersim/2014;;Proceedings of the 2014 Summer Simulation Multiconference, SummerSim 2014, Monterey, CA, USA, July 6-10, 2014;null;2014
3769343;SummerSim;conf/scsc/2013;;2013 Summer Simulation Multiconference, SummerSim '13, Toronto, Canada - July 07 - 10, 2013;null;2013
3769388;SummerSim;conf/scsc/2016;;Proceedings of the Summer Computer Simulation Conference, SummerSim 2016, Montreal, QC, Canada, July 24-27, 2016;null;2016
3769499;SummerSim;conf/scsc/2017;;Proceedings of the Summer Simulation Multi-Conference, SummerSim 2017, Bellevue, WA, USA, July 9-12, 2017;null;2017
3769541;SummerSim;conf/scsc/2010;;SummerSim '10 - 2010 Summer Simulation Multiconference, Ottawa, ON, Canada, July 11-14, 2010;null;2010
3769556;SummerSim;conf/scsc/2018;;Proceedings of the 50th Computer Simulation Conference, SummerSim 2018, Bordeaux, France, July 09-12, 2018;null;2018
2497051;NDSS;conf/ndss/2002;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2002, San Diego, California, USA;null;2002
2497071;NDSS;conf/ndss/2007;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2007, San Diego, California, USA, 28th February - 2nd March 2007;null;2007
2497094;NDSS;conf/ndss/2015;;22nd Annual Network and Distributed System Security Symposium, NDSS 2015, San Diego, California, USA, February 8-11, 2015;null;2015
2497101;NDSS;conf/ndss/2009;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2009, San Diego, California, USA, 8th February - 11th February 2009;null;2009
2497241;NDSS;conf/ndss/2005;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2005, San Diego, California, USA;null;2005
2497342;NDSS;conf/ndss/2019;;26th Annual Network and Distributed System Security Symposium, NDSS 2019, San Diego, California, USA, February 24-27, 2019;null;2019
2497344;NDSS;conf/ndss/1999;;Proceedings of the Network and Distributed System Security Symposium, NDSS 1999, San Diego, California, USA;null;1999
2497352;NDSS;conf/ndss/2008;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2008, San Diego, California, USA, 10th February - 13th February 2008;null;2008
2497392;NDSS;conf/ndss/2003;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2003, San Diego, California, USA;null;2003
2497416;NDSS;conf/ndss/2006;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2006, San Diego, California, USA;null;2006
2497422;NDSS;conf/ndss/2013;;20th Annual Network and Distributed System Security Symposium, NDSS 2013, San Diego, California, USA, February 24-27, 2013;null;2013
2497454;NDSS;conf/ndss/2001;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2001, San Diego, California, USA;null;2001
2497488;NDSS;conf/ndss/2016;;23rd Annual Network and Distributed System Security Symposium, NDSS 2016, San Diego, California, USA, February 21-24, 2016;null;2016
2497491;NDSS;conf/ndss/1996;;1996 Symposium on Network and Distributed System Security, (S)NDSS '96, San Diego, CA, USA, February 22-23, 1996;null;1996
2497501;NDSS;conf/ndss/2012;;19th Annual Network and Distributed System Security Symposium, NDSS 2012, San Diego, California, USA, February 5-8, 2012;null;2012
2497536;NDSS;conf/ndss/1995;;1995 Symposium on Network and Distributed System Security, (S)NDSS '95, San Diego, California, USA, February 16-17, 1995;null;1995
2497554;NDSS;conf/ndss/2014;;21st Annual Network and Distributed System Security Symposium, NDSS 2014, San Diego, California, USA, February 23-26, 2014;null;2014
2497598;NDSS;conf/ndss/2004;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2004, San Diego, California, USA;null;2004
2497610;NDSS;conf/ndss/1997;;Proceedings of the Network and Distributed System Security Symposium, NDSS 1997, San Diego, California, USA;null;1997
2497670;NDSS;conf/ndss/2000;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2000, San Diego, California, USA;null;2000
2497687;NDSS;conf/ndss/2017;;24th Annual Network and Distributed System Security Symposium, NDSS 2017, San Diego, California, USA, February 26 - March 1, 2017;null;2017
2497766;NDSS;conf/ndss/2010;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2010, San Diego, California, USA, 28th February - 3rd March 2010;null;2010
2497778;NDSS;conf/ndss/2011;;Proceedings of the Network and Distributed System Security Symposium, NDSS 2011, San Diego, California, USA, 6th February - 9th February 2011;null;2011
2497782;NDSS;conf/ndss/2018;;25th Annual Network and Distributed System Security Symposium, NDSS 2018, San Diego, California, USA, February 18-21, 2018;null;2018
2497813;NDSS;conf/ndss/1998;;Proceedings of the Network and Distributed System Security Symposium, NDSS 1998, San Diego, California, USA;null;1998
2498155;Actes d'IC;conf/f-ic/2007;;IC 2007: Ingénierie des connaissances 2007 (Proceedings of the 18th French Knowledge Engineering Conference), Grenoble, France, July 4-6, 2007;null;2007
2498168;Actes d'IC;conf/f-ic/2009;;IC 2009 : Actes des 20es Journées Francophones d'Ingénierie des Connaissances, Hammamet, Tunisia, May 25-29, 2009;null;2009
2498254;Actes d'IC;conf/f-ic/2008;;IC 2008: Ingénierie des connaissances 2008 (Proceedings of the 19th French Knowledge Engineering Conference), Nancy, France, June 18-20, 2008;null;2008
2498282;Actes d'IC;conf/f-ic/2006;;IC 2006: Ingénierie des connaissances 2006 (Proceedings of the 17th French Knowledge Engineering Conference), Nantes, France, June 26-30, 2006;null;2006
2498166;IC;conf/f-ic/2015;;IC 2015 : 26es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 26th French Knowledge Engineering Conference), Rennes, France, July 1-3, 2015.;null;2015
2498287;IC;conf/f-ic/2013;;IC 2013 : 24es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 24th French Knowledge Engineering Conference), Lille, France, July 1-5, 2013.;null;2013
2498316;IC;conf/f-ic/2016;;IC 2016 : 27es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 27th French Knowledge Engineering Conference), Montpellier, France, June 6-10, 2016.;null;2016
2498328;IC;conf/f-ic/2012;;IC 2012 : 23es journées Ingénierie des Connaissances (Proceedings of the 23rd French Knowledge Engineering Conference), Paris, France, June 25-29, 2012.;null;2012
2498349;IC;conf/f-ic/2014;;IC 2014 : 25es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 25th French Knowledge Engineering Conference), Clermont Ferrand, France, May 12-16, 2014.;null;2014
2498416;IC;conf/f-ic/2017;;IC 2017 : 28es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 28th French Knowledge Engineering Conference), Caen, France, July 3-7, 2017.;null;2017
2498458;IC;conf/f-ic/2010;;IC 2010 : 21es Journées Ingénierie des Connaissances 2010 (Proceedings of the 21st French Knowledge Engineering Conference), Nîmes, France, June 8-10, 2010.;null;2010
2498469;IC;conf/f-ic/2011;;IC 2011 : 22es journées Ingénierie des Connaissances (Proceedings of the 22nd French Knowledge Engineering Conference), Chambery, France, May 16-20, 2011.;null;2011
2498470;IC;conf/f-ic/2018;;IC 2018 : 29es Journées francophones d'Ingénierie des Connaissances (Proceedings of the 29th French Knowledge Engineering Conference), Nancy, France, July 4-6, 2018.;null;2018
2498514;Conference on Designing Interactive Systems (Companion Volume);conf/ACMdis/2018c;;Companion Publication of the 19th International ACM SIGACCESS Conference on Computers and Accessibility, DIS 2018, Hong Kong, China, June 09-13, 2018;null;2018
2498746;Conference on Designing Interactive Systems (Companion Volume);conf/ACMdis/2019c;;Companion Publication of the 2019 on Designing Interactive Systems Conference, DIS 2019, San Diego, CA, USA, June 23-28, 2019.;null;2019
2499305;Conference on Designing Interactive Systems (Companion Volume);conf/ACMdis/2014c;;Companion Publication of the 2014 ACM SIGCHI Conference on Designing Interactive Systems Conference, DIS '14, Vancouver, BC, Canada, June 21-25, 2014;null;2014
2499313;Conference on Designing Interactive Systems (Companion Volume);conf/ACMdis/2017c;;Companion Publication of the 2017 ACM Conference Companion Publication on Designing Interactive Systems, DIS '17, Edinburgh, United Kingdom, June 10-14, 2017;null;2017
2499940;Conference on Designing Interactive Systems (Companion Volume);conf/ACMdis/2016c;;Companion Publication of the 2014 ACM Conference on Designing Interactive Systems, DIS '16, Brisbane, QLD, Australia, June 04 - 08, 2016;null;2016
2498592;DIS;conf/ACMdis/2002;;Proceedings of the 4th Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, DIS 2002, London, England, UK, June 25-28, 2002;null;2002
2499440;DIS;conf/ACMdis/1995;;Proceedings of the 1st Conference on Designing Interactive Systems: Processes, Practices, Methods and Techniques, DIS '95, Ann Arbor, MI, USA, August 23-25, 1995;null;1995
2499583;DIS;conf/ACMdis/1997;;Proceedings of the 2nd Conference on Designing Interactive Systems: Processes, Practices, Methods and Techniques, DIS 1997, Grand Hotel Krasnapolsky, Amsterdam, the Netherlands, August 18-20, 1997;null;1997
2499680;DIS;conf/ACMdis/2000;;Proceedings of the 3rd Conference on Designing Interactive Systems: Processes, Practices, Methods, Techniques, DIS 2000, New York City, NY, USA, August 17-19, 2000;null;2000
2499114;Conference on Designing Interactive Systems;conf/ACMdis/2019;;Proceedings of the 2019 on Designing Interactive Systems Conference, DIS 2019, San Diego, CA, USA, June 23-28, 2019.;null;2019
2499119;Conference on Designing Interactive Systems;conf/ACMdis/2008;;Proceedings of the Conference on Designing Interactive Systems, Cape Town, South Africa, February 25-27, 2008;null;2008
2499255;Conference on Designing Interactive Systems;conf/ACMdis/2006;;Proceedings of the Conference on Designing Interactive Systems,University Park, PA, USA, June 26-28, 2006;null;2006
2499360;Conference on Designing Interactive Systems;conf/ACMdis/2016;;Proceedings of the 2016 ACM Conference on Designing Interactive Systems, DIS '16, Brisbane, QLD, Australia, June 04 - 08, 2016;null;2016
2499394;Conference on Designing Interactive Systems;conf/ACMdis/2012;;Designing Interactive Systems Conference 2012, DIS '12, Newcastle Upon Tyne, United Kingdom, June 11-15, 2012;null;2012
2499467;Conference on Designing Interactive Systems;conf/ACMdis/2014;;Designing Interactive Systems Conference 2014, DIS '14, Vancouver, BC, Canada, June 21-25, 2014;null;2014
2499559;Conference on Designing Interactive Systems;conf/ACMdis/2004;;Proceedings of the Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, Cambridge, MA, USA, August 1-4, 2004;null;2004
2499699;Conference on Designing Interactive Systems;conf/ACMdis/2017;;Proceedings of the 2017 Conference on Designing Interactive Systems, DIS '17, Edinburgh, United Kingdom, June 10-14, 2017;null;2017
2499838;Conference on Designing Interactive Systems;conf/ACMdis/2010;;Proceedings of the Conference on Designing Interactive Systems, Aarhus, Denmark, August 16-20, 2010;null;2010
2499870;Conference on Designing Interactive Systems;conf/ACMdis/2018;;Proceedings of the 2018 on Designing Interactive Systems Conference 2018, DIS 2018, Hong Kong, China, June 09-13, 2018;null;2018
2500359;CVPR;conf/cvpr/1988;;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1988, 5-9 June, 1988, Ann Arbor, Michigan, USA.;null;1988
2501087;CVPR;conf/cvpr/2007;;2007 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2007), 18-23 June 2007, Minneapolis, Minnesota, USA;null;2007
2501593;CVPR;conf/cvpr/2015;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2015, Boston, MA, USA, June 7-12, 2015;null;2015
2501647;CVPR;conf/cvpr/2009;;2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2009), 20-25 June 2009, Miami, Florida, USA;null;2009
2502100;CVPR;conf/cvpr/1989;;IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 1989, 4-8 June, 1989, San Diego, CA, USA.;null;1989
2504153;CVPR;conf/cvpr/2005;;2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2005), 20-26 June 2005, San Diego, CA, USA;null;2005
2505888;CVPR;conf/cvpr/2019;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2019, Long Beach, CA, USA, June 16-20, 2019;null;2018
2505923;CVPR;conf/cvpr/1999;;1999 Conference on Computer Vision and Pattern Recognition (CVPR '99), 23-25 June 1999, Ft. Collins, CO, USA;null;1999
2505982;CVPR;conf/cvpr/2008;;2008 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2008), 24-26 June 2008, Anchorage, Alaska, USA;null;2008
2506954;CVPR;conf/cvpr/2003;;2003 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2003), 16-22 June 2003, Madison, WI, USA;null;2003
2507243;CVPR;conf/cvpr/2006;;2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2006), 17-22 June 2006, New York, NY, USA;null;2006
2507406;CVPR;conf/cvpr/2013;;2013 IEEE Conference on Computer Vision and Pattern Recognition, Portland, OR, USA, June 23-28, 2013;null;2013
2507977;CVPR;conf/cvpr/2001;;2001 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2001), with CD-ROM, 8-14 December 2001, Kauai, HI, USA;null;2001
2508462;CVPR;conf/cvpr/2016;;2016 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2016, Las Vegas, NV, USA, June 27-30, 2016;null;2016
2508519;CVPR;conf/cvpr/1996;;1996 Conference on Computer Vision and Pattern Recognition (CVPR '96), June 18-20, 1996 San Francisco, CA, USA;null;1996
2508779;CVPR;conf/cvpr/2012;;2012 IEEE Conference on Computer Vision and Pattern Recognition, Providence, RI, USA, June 16-21, 2012;null;2012
2509575;CVPR;conf/cvpr/2014;;2014 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2014, Columbus, OH, USA, June 23-28, 2014;null;2014
2510364;CVPR;conf/cvpr/2004;;2004 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR 2004), with CD-ROM, 27 June - 2 July 2004, Washington, DC, USA;null;2004
2510529;CVPR;conf/cvpr/1997;;1997 Conference on Computer Vision and Pattern Recognition (CVPR '97), June 17-19, 1997, San Juan, Puerto Rico;null;1997
2511468;CVPR;conf/cvpr/2000;;2000 Conference on Computer Vision and Pattern Recognition (CVPR 2000), 13-15 June 2000, Hilton Head, SC, USA;null;2000
2511672;CVPR;conf/cvpr/2017;;2017 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2017, Honolulu, HI, USA, July 21-26, 2017;null;2017
2513005;CVPR;conf/cvpr/2010;;The Twenty-Third IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2010, San Francisco, CA, USA, 13-18 June 2010;null;2010
2513259;CVPR;conf/cvpr/2011;;The 24th IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2011, Colorado Springs, CO, USA, 20-25 June 2011;null;2011
2513325;CVPR;conf/cvpr/2018;;2018 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2018, Salt Lake City, UT, USA, June 18-22, 2018;null;2018
2513985;CVPR;conf/cvpr/1998;;1998 Conference on Computer Vision and Pattern Recognition (CVPR '98), June 23-25, 1998, Santa Barbara, CA, USA;null;1998
2500882;CVPR Workshops;conf/cvpr/2019w;;IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2019, Long Beach, CA, USA, June 16-20, 2019;null;2019
2501588;CVPR Workshops;conf/cvpr/2003w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2003, Madison, Wisconsin, USA, 16-22 June, 2003;null;2003
2502005;CVPR Workshops;conf/cvpr/2009w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2009, Miami, FL, USA, 20-25 June, 2009;null;2009
2502281;CVPR Workshops;conf/cvpr/2004w;;IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2004, Washington, DC, USA, June 27 - July 2, 2004;null;2004
2502529;CVPR Workshops;conf/cvpr/2010w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2010, San Francisco, CA, USA, 13-18 June, 2010;null;2010
2504830;CVPR Workshops;conf/cvpr/2017w;;2017 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2017, Honolulu, HI, USA, July 21-26, 2017;null;2017
2506653;CVPR Workshops;conf/cvpr/2013w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2013, Portland, OR, USA, June 23-28, 2013;null;2013
2509145;CVPR Workshops;conf/cvpr/2011w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2011, Colorado Springs, CO, USA, 20-25 June, 2011;null;2011
2509152;CVPR Workshops;conf/cvpr/2016w;;2016 IEEE Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2016, Las Vegas, NV, USA, June 26 - July 1, 2016;null;2016
2510938;CVPR Workshops;conf/cvpr/2008w;;IEEE Conference on Computer Vision and Pattern Recognition, CVPR Workshops 2008, Anchorage, AK, USA, 23-28 June, 2008;null;2008
